text,sentiment
"Just let @Cristiano get his hattrick now.  He's won #ucl 4 times in last 10 years now. Runner up on one more occasion ?????#goat 
",positive
"#Juve is forgetting what composed football looks like. Back line shaky at best. #ChampionsLeague has been all RM's 
",negative
"""Assistant linesman should be ashamed too disgusting. Should be sacked to allow that behaviour less than a foot away from him... joke. #UCL ""
",negative
"""Cuadrado comes on to a pick up a red card after a beautiful movie performance from..... you guessed right!- Ramos An Irony that #UCL #RMJUV ""
",negative
"Ramos showing just how little class he has. Shocking behaviour and reaction. #ChampionsLeague
",negative
"When's Hollywood gunna take Ramos on for new releases? #ucl #uclfinal2017 
",negative
"""amazing game turned into a joke by that """"red"""" card given to #Cuadrado... and right in front of the linesman!? c'mon bro  #ChampionsLeague ""
",negative
"What an achievement first team to defend the #ChampionsLeague trophy in its new format #HalaMadrid 
",positive
"#Ronaldo is not more Penaldo  TWELVE #UCL goals without a penalty Best player this season pls... Balon d'or loaded 
",positive
"This game is stupid. #ChampionsLeague #UCLfinal
",negative
"That's it ! blow the damn whistle!!! #HalaMadrid #ChampionsLeague 
",negative
"Its game over with one man down for Juventus. #UCL
",neutral
"I almost feel bad for Juve until I remember they paid 96million for Higuain to secure a champions league. They had this L coming. #UCL 
",negative
"""@UEFAcom #ChampionsLeague shocking decision to send off #Cuadrado that's what ye get with amateur referee and linesmen  ""
",negative
"""The worst refereeing I have ever seen. Screw Ramos he's just a cock. So obviously not a YC ref should be sanctioned #ChampionsLeague ""
",negative
"This game has been bullshit from the start! #ChampionsLeague #Screwed 
",positive
"P.S. Ramos has never been a true sportsman. #ChampionsLeague #final 
",negative
"When you get sent off for basically a friendly tap on the back #Cuadrado #ChampionsLeague
",negative
"There is a huge difference between being the best scorer of all time and best player of all time #JUVRMD #ucl 
",neutral
"Ramos graduated from the Neymar school of acting.   #UEFA 
",negative
"""And the oscar goes to - Sergio Ramos. play acting deserves a 3 match sour moment in a great game #juventusrealmadrid #ChampionsLeague ""
",negative
"most ridiculous sending off in 25 years of #UCLfinal and #ucl combined 
",negative
"Zinedine Zidane since becoming @Realmadrid coach: #LaLiga:1 #UCL: 2 #USC:1 #FIFACWC:1  #UCLfinal 
",positive
"I never seen a team collapse in a #ucl final like Juventus did in a disastrous 5 minutes #uclfinal2017 #JUVRMA #juventusrealmadrid 
",negative
"Don't care how well Real have played I'll remember this final for blatant cheating. This is ruining football. #ChampionsLeague 
",negative
"""Juve still losers in europe Its time for madrid to get 12 trophy #ucl bye-bye proud of back-to-back champions of milan ? #UCLfinal ""
",negative
"Imagine paying €94m for a player and he disappearing in your biggest game of the season? #UCL 
",negative
"Why didn't Allegri start Higuain in the biggest game of their season? #ucl #uclfinals #Juventus 
",negative
"Ramos is not Human #ucl #ChampionsLeagueFinal https://t.co/ey64IgzG1c 
",positive
"Absolutely despicable from Sergio Ramos. His team are winning comfortably and he feels the need to cheat. #ChampionsLeague 
",negative
"""The way people talk about the back-to-back #UCL jinx you think it's a rule or a law. #HalaMadrid #JUVRMD #JUVRMA ""
",negative
"What is it with Argentinian players bottling cup finals #ChampionsLeague 
",negative
"Sebastian Vettel is my man of the match #UCL 
",positive
"""Cuadrado was cruising towards a second booking however. He's been getting frustrated since he took to the field #ucl ""
",negative
"Real Madrid have won 3 of last 4 #UCL. that's outstanding
",positive
"#SergioRamos another #Spanish actor who ruins the joy of #Football.   #UCL #RMA #JUVRM 
",negative
"""#Juventus is a fantastic team arguably the second best clubside in Europe. #RealMadrid is the best team in Europe. Proof: #UCL trophy ? #12 ""
",positive
"You'd swear Juventus were in the #ChampionsLeague to beat and Barca.
",positive
"Real Madrid have been very lucky this season (esp. in the two games against Bayern) but to win the #UCL twice in a row is an amazing feat. 
",positive
"Ramos is the 1 who deserved the yellow card there for embellishing a foul. #UCL #JUVRMA 
",negative
"""#ramos: Excellent defence poor theatralics....let #hollywood be hollywood #actor. #cardiff2017 #ucl""
",negative
"""Someone call the police apparently @SergioRamos was shot in the foot... #ChampionsLeague ""
",negative
"""With Madrid being 3-1 up the referee could've kept his card in his pocket  I'm not sure that's how it works Steven #UCL ""
",negative
"What Ramos did is something that the Barcelona team would be proud of... #ucl 
",negative
"""Congrats Madrid for the outstanding back to back #UCL winner. Commiseration for Juve another CL final disappointment for them. ""
",positive
"Juve biggest fraud of a team. Imagine letting Real be the 1st team to win 2 consecutive #UCL trophies ffs. 
",negative
"#Juventus is not ready. They are not hungry enough. Congrats #Real Madrid. Back to back Champions! #UCL 
",negative
"Well Well Well What A Time To Be Alive Back To Back @Championsleague Trophy #UCL 
",positive
"@acmilan please come back to the #UCL   No Italian team can do it like you. 
",positive
"I don't want Madrid to win cause I am a Milan Fan.  I don't want Juve to win cause I hate Corruption.  #UCL 
",negative
"A touch and Ramos rolls over? It's official. Footballers cannot make heaven #ChampionsLeagueFinal #ChampionTheMatch #ChampionsLeague 
",negative
"#RealMadrid are a truly despicable football club. #ucl #juventus 
",negative
"#UCL final Is it mere coincidence that Real has won the last three #UCL matches with a red card advantage!
",negative
"And now haters will say they lost because of a red card... #uclfinal2017 #UCL  #HalaMadrid #madridista 
",negative
"""Red doesn't matter match already finished yet #UCL final ""
",neutral
"So Bonnuci and Alex Sandro don't win you the Champions League #ucl #uclfinal2017 
",negative
"How can you #RespectTheRef when the ref is insistent on spoiling a game?! A good ref only gets involved when needed. #ChampionsLeague 
",negative
"UEFA will be happy. Probably give Ramos man of the match as well......#ChampionsLeague 
",negative
"90 min:  And it's in the net! Hold on to your hats!  FCB 5-1 PSG (agg. 5-5)  #FCBPSG #FCBLive https://t.co/ZLrugQN8If 
",positive
"#Pogba won a European trophy this season. Juventus didn't.  Time to delete your drafts.  #ChampionsLeague #JuveRMA #MUFC 
",negative
"""I can't watch it anymore goodbye #UCL once again... I wanna go home already ??? ""
",negative
"People saying mandzukic goal better than zidanes stay mythed because you know nothing #UCL 
",negative
"this is nonsenses...LMAO....  #UCL
",negative
"Juve should have allowed Monaco go through...#UCL 
",negative
"This is why soccer needs video referring #ucl #UCLFinals 
",neutral
"FUCK Buffon ... if he really wants the #UCL he should join @realmadriden https://t.co/mgz3WqKpAb 
",negative
"Ramos is just silly it was unneeded his team was leading then you pretend to dive? !!!!!#UCLonDStv  #UCL
",negative
"Ramos is so fragile that a light touch from Cuadrado &amp; he fell so hard on the ground. Refree gave it yellow card ???????????? #JUVRMA #UCL 
",negative
"Zidane and Real Madrid have made history in the #UCL 
",positive
"If any team were going to win back to back #UCL's in the modern era! It had to be Real Madrid! 
",positive
"Where would Real Madrid be without ronaldo these days #Legend #UCL 
",positive
"""Thanks My G! I told you no football team can be hungrier in the #UCL than Madrid https://t.co/8mp4EBSJ7D ""
",positive
"The game has been won and lost. Congratulations #RealMadrid #ucl
",positive
"On the world's biggest stage and that happens. No wonder some of the world doesn't like watching football ??? #UCLFinal #championsleague 
",negative
"""Sanchez would be the perfect option on the right wing for Juventus would be quality in front of Alves #UCL #uclfinal2017 ""
",positive
"""Considering the amount of security at the stadium it's surprising to see an absolute weapon on the pitch #Ramos #UCL""
",negative
"#UCL getting a bit boring now. Same few teams win it every year. Not surprised Sky didn't think it was worthwhile paying so much money for. 
",negative
"Fantastic role modelling there from the player who will lift the #ChampionsLeague trophy in a few moments... 
",positive
"Modric is pure class!!! #ucl 
",positive
"I never knew i could hate Ramos more than I already did #uefa #final #ChampionsLeagueFinal 
",negative
"I really don't like real Madrid for exactly that reason by Ramos..  #ChampionsLeague
",negative
"There's a Juventus fan crying there. Absolutely pathetic. They have won two trophies this year. They'd never hack a losing side. #UCL 
",negative
"??@OsasCruz: Bonucci: Hey Messi you see that guy there Ronaldo he is your elder learn from him #UCL #juventus  https://t.co/uMfAPocUNd 
",negative
"Liverpool will run over ur silly fucks next season #UCL 
",negative
"""Dear Cristiano Ronaldo please forgive those farmers who think I am the best! — sincerely Messi. #HalaMadrid #UCL… https://t.co/jjATII8rM4 ""
",negative
"Happy La &lt;I don't know how to say 12 in Spanish&gt; to Real Madrid. Well done! #UCL 
",positive
"Mand?ukic though scored an amazing goal let's be honest  #ChampionsLeague #uclfinal2017 
",positive
"Juventus are shameless. #ucl
",negative
"Gooooool de @marcoasensio10!!! @juventusfces 1-4 @realmadrid #UCL #HalaMadrid #UCLFinal 
",positive
"Goaaaalll Asensioooo!!! #1-4 #UCL #HalaMadrid #APorLa12 
",positive
"Imagine buying Asensio for 3 million... He keeps James out of the team and now scores in the #ChampionsLeague final!!!! AYEEEEEEEE!!!!!! 
",positive
"This is the best defense in the world? Lol wtf man #UCL 
",negative
"#championsleague #ramos absolutely terrible comedian ?
",negative
"Wow! Did not expect this... #UCL 
",positive
"""Congrats Real Madrid!!!?Really feel for this legend Buffon. Juve got dominated in midfield. #uclfinal2017 #ChampionsLeague ""
",positive
"The person I feel most sympathetic for? Gianluigi Buffon. A world-class goal-keeper like him deserves so much more. #Gigi #UCL 
",positive
"now it's just ridiculous man tf #UCL
",negative
"Sometimes when you did your very best. But it's just not good enough. I'm sorry Juventus. Real Madrid deserved to win. #HalaMadrid #UCL 
",negative
"Was just telling my son that #RealMadrid should give #Arsenal one of their #UCL trophies....#JUVRMA #UCLfinal 
",negative
"""No better midfield in the world than Kroos Modric and Casemiro. It's the perfect mix of everything #RealMadrid #UCLFinal #ChampionsLeague ""
",positive
"GOOOOOOOOOOOOOOOOOOOOOOOALLLLLLLLLLLLLLLLLLL #UCL
",positive
"""Marcelo is absolitely different gravy...used to be a liability maybe still is but who cares when he can lay so many goals on a plate #UCL ""
",positive
"Another brilliant season from Toni Kroos. Set-piece maestro. #UCL 
",positive
"I hate #RealMadrid but seriously ... they deserved it ... continuously strong this season ... my heart still belongs to #FCBarcelona 
",positive
"Asensio makes it 4-1 #UCL 
",positive
"What the actual faaaacckkk people! I'm done fam!!! #UCL ? 
",negative
"Gooooaaaaaallllllllllllllllll #HalaMadrid #Ucl #Asensio
",positive
"Luka Modri? the little man with the brain of football #SSFootball #UCLFINAL #UCL 
",positive
"""Damn this game just went 0-100. Real Madrid just too damn good all around #CR7 #ChampionsLeague ""
",positive
"""Asensio !!!! 4-1 @realmadrid Madrid wins back to back #UCL ""
",positive
"A night of glory.. assensio scores ? #Halamadrid #UCL
",positive
"Zidane retains the champions league for #RealMadrid #ChampionsLeague 
",neutral
"Boom!! Real Madrid win the #UCL but feels bad knowing a twat like Ramos gets to lift the trophy.
",negative
"Real you absolute legends #ChampionsLeague 
",positive
"""Very stupid really South European #ChampionsLeague final. Nowhere near the exciting and highly professional @EuropaLeague final.""
",negative
"LETS GO TWO IN A ROW #UCL 
",positive
"Best defence.. 4-1  Hala madrid  #UCL 
",positive
"The total humiliation of Juventus is complete. Totally 1 sided #UCL final this 
",neutral
"Goooooooooaaaall  JUV 1 - 4 Real Madrid !!#UCL #Final 
",positive
"And it's a wrap good job Marcelo #UCL 
",positive
"#HalaMadrid.... I'm so happy for Zizou! #Legend #UCL 
",positive
"""Real Madrid far too good ?? Asensio ?????????? #UCL ""
",positive
"Wow 4-1 Madrid #UCL 
",positive
"""Amazing season by Madrid. Scored in each and every game against some great defences as well. Deserved winners! #UCL ""
",positive
"Fourth goal and I'm sure a card coming up for jumping in the crowd. #UCL
",negative
"Asensio wraps up the game as Madrid claim a #LaLiga and #UCL double ?? #UCLfinal #halamadrid 
",positive
"This isn't even fair #UCL 
",negative
"Pretty sure my 13 year old sister is stronger than @SergioRamos #ChampionsLeague 
",negative
"Worst UCL finals #ucl 
",negative
"""4-1 what a victory what a game what a team! #HalaMadrid back to back #ChampionsLeague champions ""
",positive
"Best defence in the world embarrassing that. #UCLFinal #ChampionsLeague
",negative
"GOALLLLL #UCL #Real #Champions #Asensio 
",positive
"Real Madrid have been too much tonight #ChampionsLeague #Madrid #UCLFinal 
",positive
"Congrates  2 @realmadrid 4 impressive #UCL season deservedly champions @juventusfcen Hard luck to https://t.co/JAlYOfHR4V win @robertmarawa
",positive
"""So still a few minutes left but it's game over. Juve are three down and down to ten men. Madrid are the champions of Europe! #UCL #UCLfinal ""
",positive
"That's the reason #RealMadrid are the best team in the world ? Marcelo and Modric proper work horses #UCL 
",positive
"Real Madrid systematically dismantled Juventus. Second half all Madrid. #ChampionsLeague 
",negative
"""I wouldn't go that far both are unbelievable. #Ronaldo once again showing up on the big stage tonight. #UCLFinal… https://t.co/3ljcW8AsMo ""
",positive
"Min 90|2T|: Real Madrid 4- Juventus 1 #DeporteNAD #ChampionsLeague
",neutral
"Brilliant finish. #UCL 
",positive
"GOAL REAL MADRID!! ASENSIO'S GOAL FROM MARCELO'S ASSIST!! RMA 4-1 JUV #UCL #APorLa12 #uclfinal2017 #ItsTime
",positive
"What a year for Asensio #UCL 
",positive
"Maybe buffon would win the champions league as a manager... #UCL 
",positive
"The President &amp; Board members of @FCBarcelona should give each other hot hot slaps. Your arch-rival just won #UCL back to back. #WhatAShame. 
",negative
"Asensio. 4-1. Real Madrid destroyed Juventus in the #UCL. Complete destruction.
",positive
"We are the championssssssss #HalaMadridYNadasMas #ChampionsLeague ????????? 
",positive
"Juventas just got undressed. Ouch! #championsleague 
",negative
"Real Madrid really are a winning machine aren't they? #UCL 
",positive
"I don't like #RealMadrid because they are dictator's team but tonight they were very impressive and won the #championsleague.Congratulations 
",positive
"Poor Gigi!!! Doesn't deserve this at all!!!! #UCLFinal #JUVRMA #ChampionsLeague 
",negative
"#UEFA final in Cardiff. Refs as always helped #realmadrid win over #juventus ! 
",negative
"""Brilliant by Marcelo he's been superb tonight! #ucl""
",positive
"Goodbye Juve #ChampionsLeague 4-1 https://t.co/sGnaDVuMLV
",negative
"""Congratulations Real Madrid on retaining the Champions League. Best on the night. Heartbreak for Buffon but deserved. ???? #UCL ""
",positive
"Marcelo is the work horse of this team!! He doesn't get the credit he deserves! #?????????? #HalaMadrid #UCL 
",positive
"Ok juve isn't allowed to play in #UCL finals anymore 
",negative
"Shame to see but Juventus cut open far too easy then. Great play by Marcelo though! #UCLFinal #UCL
",positive
"4-1 and worthy #UCL history makers. Magnificent second half display from Madrid. https://t.co/uESWWE1oqQ 
",positive
"#Juventus had conceded 3 goals in #UCL this season before the final! Then #RealMadrid managed to score 4 vs them in the final! #UCLfinal ? 
",neutral
"One more year Gigi !!!!  #uclfi #ucl 
",positive
"Assensio ( 90' ) Goaaaaal ???? What a Class Win is Waiting for Madridistas ? RMA 4-1 JUV #UEFA #UCL... https://t.co/tTierIbNiP 
",positive
"I feckin hate Real Madrid #ChampionsLeague
",negative
"Pants down in the final vs this team - you can see why we didn't even qualify for next season! 2 more years #AFC #UCL ? 
",negative
"""Too bad.... @juventusfc Too bad.... #Gigi #Buffon  You deserve better but then this is football. This is life. #UCL. ""
",negative
"It was a great final overall. Juventus played well in first half. RM highly superior overall. Well deserved for the Merengues. #Uefa 
",positive
"What a dominant second half performance that by Real Madrid... Three superb goals to seal another #ChampionsLeague win.. #HalaMadrid 
",positive
"Do we need to continue this game? ?????#RealMadrid #UCLfinals #ChampionsLeague 
",negative
"Real Madrid first team to defend the #ChampionsLeague superb! 
",positive
"Its a Wrap!!  #UCLfinal @realmadrid  Are the first team to defend #UCL #JUVRMA
",positive
"""Asensio scored in the UEFA Super Cup at the beginning of the season scores in the UEFA Champions League at the end of the season. #UCL ""
",positive
"""4-1 in 2014 4-1 today!  Marco Asensio adds the cherry on the cake for Real Madrid! Great run and assist by Marcelo!  #UCLFinal #UCL ""
",positive
"4 goals vs a Juve side who had only conceded 3 entering the #UCL final. Real with too much attacking prowess. Well deserved title! #APorLa12 
",positive
"@realmadrid Too easy - called it 4-1 Real Madrid job done #ChampionsLeague 
",positive
"world best upcomig superstar. marcos asencio.... #ucl 
",positive
"Okay this #UCL doesn't exist for me...just like the previous two ones 
",negative
"This is why we sold cuadrado #ucl #chelsea 
",negative
"Hats off to Real #Madrid   4-1 #UCL 
",positive
"Congratulations Real Madrid! Champions League champions 2017!! #UCL #UCLfinal 
",positive
"@realmadrid have been brilliant this 2nd half. Far superior to @juventusfc. A class above all teams this #ChampionsLeague #JuventusReal 
",positive
"Ronaldo's trophy case just keeps growing ? #UCL 
",positive
"Madness! Nobody can stop @realmadriden #UCL #12 ? 
",positive
"Our golden boy scores again. Assensio with the 4th. Shabaaashhh! #HALAMADRID #UCLfinal #ChampionsLeague 
",positive
"""Juve never pitched in the second half #ucl ""
",negative
"#UCL #RealMadrid what a humiliation for #Juventus! What a final!
",positive
"Funny how ppl are moaning about Ramos yet forget what Mandjukic been doing all the game. #UCL #Final #LaLiga 
",negative
"Just becareful in Wales folks SNIPERS everywhere #ChampionsLeague 
",negative
"Juventus conceding all the goals they decided not to concede through the #UCL stages.   Zizou is legend 
",positive
"Modric is so underrated. Pulling the strings all night #UCL 
",negative
"Blown them away second half. Too good #UCLfinal #UCL 
",positive
"This isn't how to lose a #UCL final. Show some dignity please @juventusfcen 
",negative
"Real Madrid remain the champions of Europe #UCL 
",neutral
"""I mean if you can beat Juve 4-1 you probably deserve to be Champions of Europe #uclfinal2017 #RMAJUV #UCL""
",positive
"Excellent work by Marcelo. Juventus battered. They conceded 1 goal in 6 knockout games before today I think #ChampionsLeague 
",positive
"But Marcelo ??? thank you man #halamadrid #ucl #makinghistory 
",neutral
"Real Madrid is beating up on Juventus today 4-1. This second half is going bad for Juventus. #ChampionsLeague    #UCLfinal #JUVRMA
",negative
"Incredibly achievement @realmadrid to defend their #UCL crown! 
",positive
"""It's over well done real madrid! #JUVRMA #ChampionsLeague #ChampionsLeagueFinal ""
",positive
"MADRID IS THE WINNER?????? #ChampionsLeague
",negative
"""AND THAT MAKES #12 LADIES &amp; GENTS !! HALA MADRID FOR THE CHAMPS OF EUROPE AND SPAIN! @realmadrid #uclfinal #championsleague #halamadrid ""
",positive
"""Asensio puts a bow on it for Real Madrid who have pulled clear in this second half. Stoppage time being played now. Juve 1-4 Real. #UCL ""
",positive
"Wanted a Real win but gutted for Buffon to concede 4 and lose again.#UCL 
",negative
"Occasion got the better of #juventus  #RealMadrid Well done #UCLfinal #UCL
",positive
"Thank god I didn't put any money on Juventus to win this game. Absolutely outclassed by Real Madrid in the last 45 minutes. Ick. ??#ucl 
",negative
"That's a game papa ! Bring out the confetti and champagne bottles! ??? #HalaMadrid #CR7 #ChampionsLeague ##Liquidacin #4-1 
",positive
"Rough day at the office for Buffon. #UCL 
",negative
"Surely the Real Madrid player on the line is off side there for that 4 goal? #ChampionsLeague 
",negative
"Asensio you beauty! #ChampionsLeagueFinal #UCL
",positive
"Zidane is a good coach......Read the game in the first half and made Juventus to play nothing in the second half unlike our Lucho..#UCL 
",positive
"""I love seeing all the cry babies on Twitter I'm smiling from cheek to cheek #HalaMadrid #ChampionsLeagueFinal #ChampionsLeague ""
",positive
"Its 4 &amp; its ours #HalaMadrid #ucl GOOOOOOOOOOOOOOOOOOOOOOOAL
",positive
"""Be sincere who saw Buffon's face after the 4th goal? ?  #UCL ""
",negative
"Massive #ChampionsLeague win for #RealMadrid but still feel bad for the other #GOAT #Gigi ? 
",negative
"Juve i just dont have a word for u anymore! U just dont deserve to win this final #JUVRMA #UCL 
",negative
"Asensio! That'll seal it. Real Madrid are firmly on their way to the #ChampionsLeague title. 4-1 RM. 
",positive
"Buffon Needs A Real Madrid Contract ASAP if He Wants To Be A Champions League Winner!! #UCL #UCLfinal 
",negative
"#Real humiliate #Juve. Serves them well.  #ChampionsLeague 
",positive
"""What a performance from Real Madrid just too good for juve ???? #UCLFinal #UCL #RMCF #RealMadrid ""
",positive
"Fuck!! too much juice too much sauce!!! yaaagaaaa!!!! #UCL #ChampionsLeague  Rm 4 -1 juve 
",positive
"Scotch bonnet with red top sauce for juventus #ChampionsLeague 
",negative
"""Marcelo or Modric MOTM. Two classy outstanding footballers #UCLFinal #ChampionsLeague ""
",positive
"Juventus have been abysmal today. Not good enough on the big occasion unfortunately. #UCL 
",negative
"Juve fell ASLEEP #UCL
",negative
"Lets see if UEFA’s gonna suspend #ramos a couple of matches for theatre. Afraid nothing’s gonna happen. #UCL #UCLfinal #JUVRM #norespect 
",negative
"Asensio makes it 4-1!! Buried..  Juventus fans in tears.. heartbreaking ?  #UCL #RMJUV 
",negative
"#Asensio makes it 4! Congratulations @realmadriden. First ever #ChampionsLeague back to back winners!!!!! #rmcf 
",positive
"""If these 4 goals was against Arsenal all hell will break lose... oh dear oh dear Old lady... #UCL ""
",negative
"Think everyone who isnt a Madrid fan is heartbroken to not see Buffon lift the trophy #legend #UCL 
",negative
"""2nd half made way too easy for Madrid Juve never came out of the dressing room. #UCL #RMAJUV""
",negative
"#UCL 89' GOOOOOL Asensio scores the 4th goal for #RealMadrid and with that they have secured la orejona! 
",positive
"That's 4 goals for #RealMadrid. And 4 #ChampionsLeague winners medals for #CR7 https://t.co/GNeh3V2h4B 
",positive
"For us you are the champions!! Big respect!! #juventus #ChampionsLeague
",positive
"Stop stop its dead #UCLfinal #UCL 
",positive
"Congrats to #RealMadrid on winning the #ChampionsLeague 
",positive
"""One more for CR7 then we can call it a night just 1 #ucl""
",positive
"what did juventus smoke at halftime. #ucl #Cardiff #juvereal 
",negative
"The most gracious loser in sport all-time has to be Gigi Buffon. Gutted he won't get his hands on the #UCL trophy. But #RMA pure class. 
",negative
"THAT'S MARCELO. THAT IS WHO YOU WILL ALL BE UP AGAINST NEXT YEAR.  #UCL 
",positive
"""Real Madrid truly are the best team in the world. You can't even hate simply appreciate. Back to back #UCL Champions. Respect. ""
",positive
"Is this how Buffon wanted Dani Alves to teach them how to win the #ChampionsLeague ???? 
",negative
"History been made right infront of our eyes #UCL 
",positive
"Was this the same team that conceded just 2 goals all league competition? Didn't seem so defensively sound tonight #ChampionsLeague #JUVRMA 
",negative
"Massimo Allegri is going to get absolutely slaughtered in the Italian press tomorrow after this defensive meltdown #ucl #juventusrealmadrid 
",negative
"Majestic Real Madrid. No words. To tear apart this Juventus team like that...oh my. Congrats! #ChampionsLeague 
",positive
"Absolute lesson here Madrid are dishing out! That's how you do it Barca (worlds most overrated team) always Madrid for me! #ChampionsLeague 
",positive
"Old Lady more like Old Maid. #UCL 
",positive
"Great and clever goal #RealMadrid #ChampionsLeague 
",positive
"Dominated destroyed murdered . This was the burial of @juventusfcen  well done @realmadriden soldiers !! 4-1  #ChampionsLeague 
",negative
"The #RealMadrid machine rolls on to another #ChampionsLeague title! 
",positive
"Watch really makes me wanna see #RMD lift the 12th #UCL and those Barca kids reaction ?? just can't wait to those... https://t.co/SMXo8tsPUS 
",positive
"Buffon will never lift the #UCL trophy 
",positive
"""Juventus the most balanced team in the #UCL but the occasion got to them. The best defence looked mediocre today and attack impotent. ""
",negative
"Not sure but I definitely don’t think #juventus can score 4 goals in 1:30.. #uefa #realmadrid 
",negative
"GiGi - WE LOVE YOU!! But it's Hala Madrid time!!! #UCL @realmadrid 
",positive
"I hope #LFC and #Juve in same group next season #UCL ? 
",neutral
"There must always be a winner! #UCL 
",positive
"There's been some ridiculous decisions in this years #ChampionsLeague but do you think there has been any wrong doing as in match fixing? 
",negative
"Real completely outclassed the best defense this second half... cant play real in their own game ? #backtoback #UCL 
",positive
"Real played like a team that knows how to win the #UCLFinal. Outside of the Ramos bullshit it was the ultimate professional display. #UCL 
",positive
"Attack is the best form of defence. Feel for Juve but Madrid just a class above because of their attacking prowess. #UCL 
",positive
"""Madrid are incredible Ronaldo is a God Ramos is a tosser. What a game #ChampionsLeague #cardiff2017 ""
",positive
"""Well I can now say Real Madrid made an appointment with success. The #12One #Ucl ""
",positive
"Hoping everyone in Turin is ok #ucl 
",positive
"""#RealMadrid have won 12 of their 15 European Cup/#UCL finals more than any other team in history. King. ""
",positive
"Guess it's #juventus worst day #ChampionsLeague 
",negative
"""Dybala is the next Messi always bottling finals #UCL #uclfinal2017 ""
",negative
"I hope everyone can now keep quiet and just #halamadrid #ChampionsLeague 
",positive
"#Juventus fans crying ? lmao #neverhadaprayer #JUVvsRM #ChampionsLeague ? 
",negative
"And Ronaldo gains GOAT status #UCL
",positive
"""Gotta feel bad for @gianluigibuffon Juve decides to just shut everything off at half time and stop playing #Disgusting #championsleague ""
",negative
"Madrid has totally outclassed Juve.. #UCL 
",positive
"#UCL Football has lost meaning! Sorry #Juventus! 
",negative
"""Though not my club congratulations @realmadrid for creating history in #ChampionsLeague ""
",negative
"Real Madrid is the best team in the world without any doubt #UCL 
",positive
"The man of the moment is Zinedane Zidane. Unbeleivable achievements in almost two years. Two #ChampionsLeague trophies is not child's play. 
",positive
"This is no longer funny... It's indeed a good night for Real and a goodnight to Juve! #UCLFinal #UCL 
",positive
"That settles it #realmadrid are the #championsleague winners after that goal 
",positive
"""Worst UCL Final ever. Disgrace embarassing no respect. Shameful referee dirty drag queen @SergioRamos. Sad for beautiful game. #ucl ""
",negative
"""The main difference has been Madrid'd midfield  lightyears ahead of Juve #UCL ""
",positive
"What went wrong with Juventus in the 2nd half... Can't believe it. Horrible... I feel so sorry for #BUFFON    #UCL #uclfinal2017 #JUVRMA 
",negative
"Honestly you have had to have been delusional if you though Juve were gonna win #UCL 
",negative
"Horrible. Absolutely horrible for Juve. #JuventusReal #ucl 
",negative
"Zidane just became legend in his second year of coaching #UCL#juventusvsreal 
",positive
"Three #ChampionsLeague trophies in four years is absolutely ridiculous. This team is very special. #RealMadrid #uclfinal2017 #Galacticos 
",positive
"Real Madrid Era. What a beautiful sport. #UCL 
",positive
"""De Gea is gonna leave this time aroundRM just gonna ask him if he wants to win #ucl or nah ""
",negative
"In simple english... real madrid is the best football club in the world!!! Barca fans break your head.... #ucl #champions 
",positive
"Ronaldo is the chief engineer of football #UCL 
",positive
"Ok #uefachampionsleague please can whe have a fair one next year.#UEFAFinal #uefa 
",negative
"U can call him Zizou the back to back coach #ucl #ChampionsLeagueFinal #JUVRMA 
",positive
"That's how juventus traveled down here to embarrass their fans. Overrated  team in a useless league. ? #ChampionsLeague
",negative
"""And the young talent #Asensio marking his outstanding season as he finishes the 4th nail in #juventusFC  coffin  #RealMadrid #Zidane #UCL ""
",positive
"Hey @juventusfc start buying some real forwards. Get them from #BRA if you want to win the #UCL 
",positive
"Hello Cardiff Police? I'd like to report an old lady getting attacked in the vicinity of the Millennium Stadium #ChampionsLeague #JUVRMA 
",negative
"4-1. Asensio scores in the final minutes. Madrid have successfully defended  #ChampionsLeague. What a turnaround after the 1st half 
",positive
"""Although I wanted Madrid to beat Juve football is so uncompetitive. This will be Real's 12th #UCL title. Shameful really. ""
",negative
"Real Madrid: 3 #ChampionsLeague titles in 4 years. #Arsenal: 3 #FACup wins in 4 years. We're basically as good as Madrid #UCLFinal 
",positive
"Madrid literally embarrassing the Italian champs ? #uclfinal2017 #ChampionsLeague 
",negative
"This Real Madrid win reminds me of Barcelona slicing up Manchester United in 2011. #ChampionsLeague 
",positive
"""Been a good game second half not lived up to first as Juve forgot to come back out. Real different glass Ronnie one of the greatest #UCL ""
",positive
"Ronaldo had his moments obviously but Modric the master of this game. He has dominated the midfield with Kroos #UCL 
",positive
"""If u listen real close u will be able to hear all the Juve futures being torn up HAHAHA #uclfinal2017 #UCL #UCLfinal #CR7 #HalaMadrid ""
",negative
"Juventas dead an burried #uefa champions league 
",negative
"Cant believe that Madrid managed to put 4 goals past the juventus defence &amp; buffon. How good have they been in ds 2nd half #ChampionsLeague 
",positive
"History has been made.   Congratulations to Real Madrid.  Well played throughout the season.   #KayUCL #UCL... https://t.co/lKA2PVewS1 
",positive
"Juventus defence is solid...nyee...nyeee nyee. Not until @realmadrid happens to them in a final! #UCL#UCLFinal 
",positive
"How can @realmadriden win so easily and emphatically?! Amazing scenes. Seems like it was hardly ever a competition. #ucl 
",positive
"""#ChampionsLeague #UCL I'm not a #RealMadrid fan but the best team in Europe this year won the tittle! Bravo and congrats to #Zezu &amp; company ""
",positive
