,player_x,Pos,sf_id,wg_avg_mp,wg_avg_min,wg_avg_gls,wg_avg_asst,wg_avg_gls_asst,wg_avg_value,wg_avg_ovrl,wg_avg_pot,wg_avg_pac,wg_avg_sho,wg_avg_pas,wg_avg_dri,wg_avg_def,wg_avg_phy,wg_avg_titles,wg_avg_num_titles,wg_avg_views_titles,wg_avg_comments,wg_avg_num_comments,target
420,petar sliskovic,FW,198195,1.50,50.01,0.00,0.00,0.00,140000.00,44.80,50.62,50.39,44.80,36.62,45.47,20.30,47.66,0.80,3.28,3647.85,1.28,9.77,0
421,pierre-michel lasogga,FW,198196,13.50,838.71,5.39,-3.53,5.26,6125000.60,53.23,56.93,44.35,54.64,36.23,47.19,23.24,56.30,0.68,28.02,310757.25,0.78,134.28,0
422,bilal hamdi,MF,198201,10.96,766.97,-4.12,-4.02,-3.91,233333.18,41.64,47.34,49.00,40.58,38.43,44.14,18.50,37.62,0.70,6.70,26626.83,0.98,12.58,0
423,raffaele maiello,MF,198223,24.31,1807.85,1.89,2.11,3.50,746667.21,45.27,49.63,52.06,40.79,43.85,47.42,36.15,46.43,0.76,28.02,56335.37,0.66,17.78,0
424,ferebory dore,FW,198229,14.17,933.74,1.15,-3.67,2.07,536666.82,29.18,31.49,36.36,28.71,23.58,29.40,11.00,31.05,0.70,7.17,22851.88,1.46,3.57,0
425,raul garcia,DF,198240,13.50,913.57,1.30,4.23,1.88,280000.44,44.10,47.60,52.74,30.80,37.80,39.90,44.80,49.01,0.81,16.27,1659078.05,0.49,56.67,0
426,billy ketkeophomphone,"FW,MF",198264,20.80,1285.39,5.88,3.40,8.12,443334.18,44.87,49.71,56.03,43.51,40.69,46.94,20.98,39.23,0.76,16.45,58249.30,0.90,59.90,0
427,ismael keita,MF,198327,13.31,780.06,0.00,0.47,0.47,256666.92,43.95,46.45,48.52,32.04,39.40,42.41,42.28,53.90,0.64,14.00,64997.07,0.78,47.44,0
428,matěj vydra,"FW,MF",198331,24.75,1354.51,8.91,3.11,12.18,3150000.52,50.88,55.71,57.87,51.84,42.44,49.26,21.09,42.42,0.82,21.45,115011.55,1.01,112.39,0
429,daniele mori,DF,198338,-3.53,17.24,0.00,0.00,0.00,186666.32,23.19,26.82,19.78,10.15,11.47,14.15,22.73,27.28,0.69,21.40,35482.45,0.67,9.42,0
430,george thorne,MF,198379,5.25,454.63,-3.53,4.23,0.70,700000.95,45.09,50.68,41.10,39.00,45.79,43.40,37.74,44.88,0.66,25.28,149292.41,1.03,105.33,0
431,alexander kačaniklić,"FW,MF",198394,12.60,719.22,5.16,-3.29,1.87,1691666.55,50.40,55.72,56.90,45.98,48.30,54.38,20.80,39.73,0.69,8.58,82617.51,0.85,27.71,0
432,anthony ujah,FW,198554,22.05,1620.72,7.71,1.75,9.21,1925000.82,51.33,54.59,54.83,50.88,36.20,48.99,23.36,51.60,0.71,25.77,296132.67,0.99,110.36,0
433,ferdinando vitofrancesco,"DF,MF",198627,0.69,476.83,0.00,-4.24,-4.24,285832.96,7.35,8.67,13.12,4.94,6.69,7.57,6.69,7.57,0.73,2.44,1388.32,1.07,59.18,0
434,rodri,FW,198631,12.21,634.58,4.13,5.06,4.79,910000.09,49.52,51.84,54.18,49.30,37.10,49.26,18.22,48.84,0.67,17.67,3782175.27,1.12,634.93,0
435,wellington silva,"FW,MF",198635,20.68,930.66,-3.77,6.57,2.80,793334.73,48.37,55.53,62.80,44.39,43.77,56.91,19.50,33.15,0.79,9.20,58549.83,0.80,37.80,0
436,florentin pogba,DF,198688,12.16,1001.53,0.10,4.23,0.93,991667.46,48.14,52.56,45.47,30.37,42.00,33.00,46.58,56.92,0.96,22.43,387541.48,0.82,93.36,0
437,stefano pettinari,"FW,MF",198701,17.32,966.87,3.40,-3.29,3.50,676667.11,43.89,48.75,55.78,43.63,37.55,45.29,22.67,44.37,0.64,27.52,29789.82,0.84,1.26,0
438,josh mceachran,MF,198704,13.20,940.73,0.00,0.80,0.80,2683332.98,49.22,54.75,53.20,46.20,51.09,52.48,40.60,40.60,0.69,21.44,347561.79,1.08,373.20,0
439,luis alberto,"FW,MF",198706,13.66,874.27,1.56,1.81,5.33,3383333.02,50.65,56.70,48.05,49.00,50.65,52.01,18.20,38.75,1.00,16.75,15252828.24,0.76,321.48,1
440,wilfried zaha,"FW,MF",198717,19.78,1486.23,1.98,1.37,4.17,6299999.40,51.33,57.12,59.72,46.90,41.55,56.94,21.54,46.41,0.73,21.45,1266335.96,0.65,644.70,1
441,nathan redmond,"FW,MF",198719,26.94,1717.81,2.23,5.42,7.01,2916667.49,49.77,56.66,60.44,45.54,45.83,53.04,16.87,34.35,0.77,27.07,1535608.95,1.04,234.41,1
442,richmond boakye,FW,198726,18.68,944.87,3.54,-3.91,4.80,2799999.40,49.23,55.27,57.87,49.01,36.45,47.57,21.98,47.09,0.79,23.17,89477.74,0.91,40.19,0
443,jonny williams,"FW,MF",198776,9.27,380.49,4.23,-3.76,0.47,875000.25,48.78,57.12,55.47,42.70,44.83,54.38,28.70,43.61,0.77,27.13,194083.33,0.89,53.57,0
444,christopher avevor,"DF,MF",198856,9.43,857.98,-3.76,0.47,0.10,536666.56,46.41,50.15,48.99,27.18,35.85,37.94,46.16,50.06,0.70,2.22,10317.94,1.45,7.47,0
445,simone romagnoli,DF,198857,14.72,1176.98,5.06,4.23,5.64,676667.52,47.15,51.84,38.07,24.45,28.53,34.73,47.13,53.21,0.70,30.78,191590.99,1.13,82.12,0
446,andrea de vito,DF,198858,9.62,687.22,0.00,0.00,0.00,64166.92,41.75,48.20,48.78,27.74,25.13,37.55,43.85,46.68,0.77,33.65,79532.57,0.85,12.00,0
447,nampalys mendy,MF,198861,24.37,2117.18,0.00,0.23,0.23,4258333.88,47.92,55.30,50.61,32.90,45.76,46.45,45.61,50.88,0.91,13.50,150588.68,0.66,134.71,0
448,vitor saba,MF,198898,1.26,305.61,-3.89,-4.26,-3.91,139999.56,44.06,48.63,54.98,41.29,43.40,47.52,31.50,40.16,0.75,15.55,23651.20,0.56,10.41,0
449,grant hanley,DF,198904,25.00,2185.68,0.34,-3.29,0.69,1633333.53,47.15,52.06,44.80,22.40,35.43,28.00,47.15,52.04,0.89,14.82,94129.06,0.59,37.52,0
450,neuton,DF,198932,-1.82,318.27,0.00,0.00,0.00,606665.52,30.77,33.06,29.87,19.81,23.55,26.82,30.55,33.60,0.82,19.03,20108.39,0.90,6.89,0
451,sergiu suciu,MF,198952,11.68,643.34,1.53,0.00,1.53,128334.13,44.99,50.34,47.38,39.39,44.29,44.99,36.58,51.10,0.74,14.92,14202.72,1.30,-0.03,0
452,simone benedetti,DF,198953,11.62,1106.08,-4.12,0.00,-4.12,886667.21,45.54,53.41,44.84,24.76,26.58,26.27,45.10,53.18,0.71,27.48,21696.76,-3.61,2.52,0
453,juan muniz,MF,198955,16.05,633.16,2.35,2.66,4.47,349999.84,46.64,52.69,47.78,42.57,48.52,46.32,32.02,34.92,0.71,19.91,94856.66,0.90,52.47,0
454,fabrizio paghera,MF,198959,19.86,1253.56,0.80,-2.83,1.62,536667.27,44.10,50.15,50.40,34.05,42.93,43.63,36.25,44.16,0.79,17.34,13694.47,1.07,3.84,0
455,tyronne,"FW,MF",198964,7.92,369.87,0.93,0.47,1.40,140015.15,37.03,38.94,37.49,32.23,34.64,39.91,22.77,35.11,0.69,11.42,12704.01,0.35,-0.37,0
456,christopher quiring,"DF,MF",198977,17.83,1012.39,2.57,0.82,3.60,606666.47,45.95,50.61,58.10,43.15,40.35,49.45,16.47,40.82,0.78,8.08,42725.27,0.62,27.06,0
457,paul corry,MF,199011,1.49,201.91,0.00,0.00,0.00,23319.98,43.40,47.56,44.58,38.50,43.40,42.48,38.98,44.80,0.95,14.93,29590.88,0.62,17.31,0
458,jack robinson,DF,199027,18.37,1506.55,0.00,1.53,1.53,466682.61,46.20,54.99,53.20,26.60,41.30,43.19,46.65,43.44,0.82,25.71,281179.63,0.66,188.06,0
459,adama diakite,FW,199040,-3.22,51.86,0.00,0.00,0.00,29166.67,19.19,22.97,22.51,17.41,15.08,19.69,4.20,20.08,0.78,11.95,95814.86,0.35,12.74,0
460,raul lizoain,GK,199101,5.16,336.77,0.00,0.00,0.00,186667.27,44.84,49.00,45.05,42.82,38.05,47.85,35.92,46.45,0.69,19.46,31952.47,0.44,8.03,0
461,luca scapuzzi,FW,199135,6.81,264.53,0.00,0.00,0.00,87500.19,43.18,50.33,45.99,43.17,34.55,41.59,22.66,43.44,0.65,3.79,12943.15,0.65,10.00,0
462,andy halliday,"DF,MF",199146,11.44,671.72,4.23,1.30,1.88,221666.96,43.40,51.06,56.70,34.68,41.30,47.15,41.30,44.80,0.80,27.32,1477581.09,0.81,159.41,0
463,marco crimi,"DF,MF",199173,22.55,1818.91,5.52,0.93,6.46,700000.68,45.95,51.48,51.80,35.45,45.01,45.25,40.35,46.69,0.72,22.04,18356.20,0.52,2.10,0
464,antonio caracciolo,DF,199174,22.11,1750.93,5.06,-3.76,1.30,233333.58,30.80,33.55,29.67,12.27,22.94,26.13,30.80,33.35,0.72,31.73,1004966.55,0.64,24.03,0
465,kim bo-kyung,MF,199183,11.25,802.37,-3.89,-4.24,-3.98,1516666.47,49.70,53.39,54.87,44.32,49.96,50.40,30.82,38.70,0.72,21.81,245495.00,0.80,92.33,0
466,ross barkley,MF,199189,15.53,1115.07,3.62,-3.53,3.89,8283334.43,52.81,59.75,55.33,47.91,50.25,54.01,38.50,50.24,0.91,27.83,563962.33,0.61,324.40,1
467,dennis appiah,"DF,MF",199191,17.96,1342.32,0.00,5.06,5.06,933334.53,45.77,51.80,46.77,23.44,36.78,33.63,44.18,52.93,0.79,12.83,164162.95,0.62,113.93,0
468,jorge casado,DF,199199,18.07,1618.27,-3.53,-4.02,-3.75,863332.98,45.50,49.42,51.80,25.90,37.10,41.78,42.00,52.99,0.66,16.00,505396.40,0.72,17.39,0
469,zvonko pamic,MF,199207,9.05,391.04,0.47,4.69,5.16,373333.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,-3.89,5784.47,1.16,4.81,0
470,alex fernandez,"DF,MF",199247,12.63,697.54,-4.24,-4.02,-3.81,1166665.87,50.44,53.93,41.66,39.25,54.14,48.79,35.55,44.55,0.76,17.24,1012445.20,1.15,112.34,0
471,david meza,MF,199294,18.17,1305.80,0.47,6.12,2.79,175000.25,6.47,8.23,8.23,3.86,5.38,8.01,3.43,7.57,0.87,15.01,3810327.35,1.06,73.68,0
472,abdoulaye bamba,DF,199313,17.71,1407.56,0.23,1.17,1.40,664999.61,45.98,50.38,55.04,26.60,42.70,40.60,44.10,48.60,0.70,17.78,110121.47,0.87,44.23,0
473,marc rzatkowski,MF,199353,19.13,1460.85,1.87,4.53,6.58,746666.75,47.35,51.06,57.65,42.15,45.29,50.88,22.19,38.53,0.86,26.15,224518.86,1.13,30.32,0
474,deivid,"DF,MF",199409,21.26,1864.56,0.00,-3.76,-3.76,1166667.27,46.73,50.40,47.77,22.48,39.04,43.66,47.71,48.55,0.63,7.51,444438.58,1.33,18.63,0
475,tobias kempe,"FW,MF",199413,13.62,891.15,1.88,0.00,1.88,536666.98,46.23,49.25,51.83,43.40,44.84,47.63,22.19,47.16,0.86,16.33,60909.68,1.37,20.13,0
476,yoann court,"FW,MF",199419,19.65,1481.92,0.34,-3.54,0.95,513333.08,45.53,49.70,51.38,38.33,44.58,45.75,25.90,43.43,0.80,23.30,392157.31,0.85,71.70,0
477,lindsay rose,DF,199464,9.02,782.28,0.23,0.00,0.23,1983333.82,48.82,55.09,49.70,21.34,36.50,40.94,49.06,53.23,0.75,21.96,445803.69,0.59,209.30,0
478,joselu,FW,199490,18.63,1152.72,3.03,5.99,4.87,373333.18,44.10,50.12,52.04,44.35,30.31,42.20,19.43,48.92,0.88,18.78,4843260.64,0.76,564.57,0
479,diego marino,GK,199493,17.20,1450.10,0.00,0.00,0.00,1353334.32,49.50,53.66,48.67,51.21,38.76,51.88,33.15,49.06,0.76,19.00,620370.50,0.77,145.71,0
480,yacoub meite,MF,199509,-4.14,54.17,0.00,0.00,0.00,1399999.56,6.03,7.79,5.38,1.94,3.86,4.08,6.47,7.79,0.70,5.39,12981.28,1.23,4.29,0
481,wilfred osuji,MF,199524,16.55,1204.21,0.00,0.00,0.00,419999.75,44.28,48.90,51.82,31.29,42.18,46.67,41.21,46.99,0.23,12.67,13875.22,1.41,2.19,0
482,ilie sanchez,"DF,MF",199562,21.07,1622.32,4.23,-3.76,0.47,560000.00,46.21,49.70,47.60,31.71,43.77,41.71,44.66,44.40,0.70,8.57,150149.86,0.58,8.46,0
483,sergi roberto,"DF,MF",199564,9.31,495.44,-3.76,-4.12,-4.24,7116667.27,52.04,58.80,47.60,45.29,52.74,51.35,36.20,47.92,0.79,16.93,8726436.48,0.89,416.80,1
484,alexandre letellier,GK,199574,3.76,232.20,0.00,0.00,0.00,163333.68,42.57,45.10,42.70,43.00,38.98,43.19,27.30,41.39,0.70,4.14,7926.82,1.01,11.34,0
485,jordi masip,GK,199575,10.44,1173.36,0.00,0.00,0.00,1633334.28,46.52,49.26,51.10,44.44,41.43,50.99,43.15,40.03,0.82,14.95,188381.83,1.20,106.38,0
486,sergi gomez,DF,199577,18.47,1459.89,-4.12,0.00,-4.12,1353334.32,46.49,53.44,40.76,27.56,39.22,39.00,46.98,45.05,0.72,19.96,562416.60,0.51,31.00,0
487,dominic rau,DF,199616,9.74,707.14,0.23,4.23,4.46,163333.53,20.47,21.83,20.22,6.96,8.83,13.27,21.37,22.28,0.70,-3.06,2222.16,1.28,4.81,0
488,florent cuvelier,MF,199658,0.70,16.31,0.00,0.00,0.00,81680.97,44.80,54.29,51.29,44.80,44.80,47.60,35.00,46.20,0.71,20.25,38500.51,0.57,36.94,0
489,ariday cabrera,"FW,MF",199700,11.15,454.27,5.64,4.46,6.36,23319.38,20.47,22.73,27.73,18.65,15.35,22.95,4.01,18.68,0.59,1.98,2527.42,1.56,39.43,0
490,kevin perrot,DF,199706,18.22,1399.35,-3.76,-3.53,-3.89,256666.92,41.62,44.20,44.80,23.62,38.30,37.38,38.88,44.37,0.70,4.23,3521.88,0.10,20.50,0
491,vitolo,"FW,MF",199715,22.11,1772.22,5.04,3.38,8.92,4900001.20,52.57,56.03,55.10,49.04,50.26,53.93,18.23,49.71,0.85,25.78,519635.65,0.95,35.40,1
492,daniel royer,"FW,MF",199729,20.97,1176.51,3.71,4.23,7.00,723333.80,47.60,50.61,59.52,41.08,43.40,52.02,17.80,42.73,0.71,16.80,39558.07,0.79,21.47,0
493,collin quaner,FW,199741,5.10,120.01,4.23,4.23,5.06,192501.20,42.54,46.90,53.94,40.19,35.75,43.22,19.10,47.70,0.70,7.79,128434.65,1.65,34.49,0
494,luca caldirola,DF,199776,20.22,1789.39,0.00,4.23,4.23,2216666.51,50.22,55.51,49.18,27.98,41.95,40.62,50.69,52.24,0.81,15.95,172105.50,1.16,52.83,0
495,andre hoffmann,"DF,MF",199779,12.63,842.89,0.47,0.47,0.93,3033333.78,50.23,55.30,38.75,26.34,39.90,42.16,50.89,52.53,0.77,26.64,103672.48,0.92,66.80,0
496,maurice exslager,FW,199780,11.43,625.73,-4.26,0.23,-4.02,303332.73,45.25,48.05,51.80,45.25,38.50,44.80,24.78,50.03,0.67,3.48,18202.24,1.02,2.01,0
497,tanju ozturk,MF,199787,16.71,1113.62,4.46,4.46,5.52,151666.22,6.91,8.23,0.69,1.94,5.38,4.73,6.91,8.45,0.70,-2.83,2969.95,1.06,213.07,0
498,zakarya bergdich,"DF,MF",199800,14.40,1033.03,2.79,-3.29,2.89,921667.38,47.12,51.08,55.99,25.91,41.58,45.05,44.72,49.33,0.54,10.31,82377.10,1.26,32.38,0
499,samuel galindo,MF,199830,10.81,652.22,0.70,0.00,0.70,186681.82,14.23,15.40,13.53,12.13,15.17,14.93,10.73,12.60,1.25,1.83,3615.87,1.20,8.95,0
500,andrai jones,DF,199875,4.66,269.61,0.00,4.23,4.23,11653.31,19.11,23.64,30.47,7.13,12.82,17.76,19.57,21.83,0.70,0.00,0.00,0.93,57.56,0
501,nicolas hofler,MF,199897,13.97,967.78,0.47,0.23,0.70,653333.53,46.47,49.26,42.00,32.90,44.31,43.91,45.11,46.69,0.77,5.72,15779.48,1.60,11.11,0
502,lewis dunk,DF,199915,12.55,928.68,6.55,5.06,7.31,1166667.75,46.69,51.80,41.15,22.05,32.97,38.80,46.72,49.45,0.86,25.79,2669135.87,0.87,149.24,1
503,jake forster-caskey,MF,199917,9.86,389.32,5.64,0.00,5.64,466667.27,43.70,51.14,53.68,42.12,43.00,45.31,31.42,42.48,1.03,8.37,86870.26,0.87,32.77,0
504,aythami alvarez,DF,199949,5.80,298.75,0.00,0.00,0.00,210000.25,43.44,46.45,54.14,24.53,37.10,39.70,42.74,49.04,0.70,1.17,5652.73,1.43,2.07,0
505,vicente gomez,MF,199977,20.07,1111.67,6.81,0.23,7.04,583333.93,45.54,49.23,37.35,37.29,44.10,43.24,40.44,45.29,0.68,22.37,408924.08,0.90,23.27,0
506,michael ortega,MF,200120,9.35,375.00,0.23,0.00,0.23,396667.11,47.35,51.52,57.03,39.51,45.50,52.23,22.30,37.03,0.87,16.33,146573.63,0.92,44.36,0
507,remi mulumba,MF,200130,10.95,846.67,0.00,0.00,0.00,641666.92,44.10,51.27,46.64,38.50,40.60,43.40,37.80,45.98,0.70,16.20,81934.85,0.76,45.75,0
508,adama toure,MF,200141,-3.76,-3.00,0.00,0.00,0.00,23346.69,43.40,48.99,51.10,37.80,40.60,44.80,18.41,45.76,0.74,17.01,1080706.71,1.01,22.07,0
509,casemiro,MF,200145,6.34,367.67,-3.76,0.00,-3.76,6300000.79,52.52,56.45,46.45,46.23,48.57,47.22,51.32,55.57,0.98,18.95,6685822.63,1.01,657.55,1
510,jason lowe,"DF,MF",200292,19.35,1647.26,0.23,-3.42,-3.19,1866666.67,45.49,51.27,45.50,34.35,45.93,46.41,45.27,47.83,0.89,26.81,7897701.19,1.08,1043.39,0
511,jonathan rivierez,DF,200298,13.35,1263.93,0.23,-3.89,-3.66,559999.56,44.84,48.47,49.45,18.87,36.90,33.90,43.44,52.98,0.70,6.52,58173.56,0.63,41.24,0
512,timo horn,GK,200316,22.87,2058.00,0.00,0.00,0.00,2800000.95,51.17,56.52,51.86,50.02,51.82,53.71,33.17,49.36,1.06,24.36,1819067.11,0.93,289.04,0
513,vujadin savic,DF,200357,9.15,747.62,0.00,0.00,0.00,443332.93,45.50,50.78,31.83,22.28,31.56,33.12,45.50,49.70,0.67,6.34,226267.53,1.27,13.43,0
514,marcelo silva,DF,200395,10.35,807.33,0.47,0.00,0.47,466666.42,47.11,50.40,39.22,23.80,32.20,34.30,45.25,54.08,0.67,12.51,4128577.02,0.86,262.81,0
515,ben gibson,DF,200408,10.66,591.18,4.23,0.00,4.23,338334.09,39.99,45.81,39.59,16.60,25.50,23.90,41.15,40.70,0.83,26.04,293896.47,0.97,197.34,0
516,luke williams,FW,200411,4.26,247.66,-3.66,0.23,-3.42,210000.16,41.30,49.87,59.07,43.40,26.67,46.20,23.80,37.53,0.81,27.21,165930.88,1.18,38.43,0
517,jérémy hélan,MF,200441,23.47,1829.08,1.53,0.57,2.10,280015.50,44.28,48.48,63.50,39.93,39.42,45.95,38.31,46.87,0.89,25.89,147466.41,0.84,73.54,0
518,jimmy spencer,FW,200465,5.71,130.02,4.23,4.23,5.06,46667.27,41.55,48.30,47.60,40.16,32.20,39.20,18.71,50.40,0.67,27.16,3511647.10,0.66,1504.66,0
519,steven skrzybski,"FW,MF",200473,11.14,540.06,1.53,4.46,2.35,303333.93,42.51,46.94,56.57,41.59,34.57,47.38,18.37,28.70,0.88,6.46,26198.19,0.82,10.97,0
520,maurice trapp,"DF,MF",200475,11.63,827.84,4.23,0.00,4.23,69999.40,18.23,21.16,18.18,10.15,13.72,15.74,17.33,23.87,0.73,2.55,5900.38,0.81,35.38,0
521,jeff hendrick,"FW,MF",200478,26.99,2045.20,4.10,3.63,7.35,1050000.00,48.55,53.87,47.86,42.50,46.20,45.98,46.65,48.30,0.80,24.58,204009.60,0.91,93.87,0
522,marko mitrovic,FW,200488,5.74,290.41,0.34,0.00,0.34,221666.07,7.35,9.78,7.79,6.91,3.22,6.03,1.31,9.33,0.75,13.36,163563.05,0.79,32.54,0
523,borja docal,"DF,MF",200501,9.38,601.33,-3.53,0.00,-3.53,163332.98,42.73,48.68,53.44,37.55,38.72,45.72,38.50,46.95,0.52,5.35,11440.39,1.27,0.71,0
524,julian luque conde,"FW,MF",200503,-3.81,33.68,0.00,0.00,0.00,116667.02,29.40,33.80,32.67,22.40,27.07,33.13,12.93,18.41,0.70,0.00,0.00,0.64,26.32,0
525,carles planas,DF,200517,17.28,1510.72,-3.53,0.93,0.80,1750000.00,47.15,52.05,50.61,25.46,40.15,42.95,46.45,51.35,0.19,7.23,15300.04,-0.28,7.18,0
526,tom ince,"FW,MF",200521,15.68,1423.24,-0.66,-1.84,3.28,5133333.21,50.84,56.64,56.00,47.60,45.50,53.90,17.50,35.77,0.81,29.10,315997.41,1.09,191.34,0
527,nico schulz,"DF,FW",200536,16.86,1117.06,0.47,-4.01,0.21,1808334.22,49.28,54.64,60.69,33.87,44.84,49.05,46.52,49.98,0.68,19.65,158192.76,1.03,54.82,1
528,christopher schindler,DF,200607,17.45,1394.27,4.23,-4.12,0.10,641666.92,46.23,50.14,48.74,18.91,32.96,32.16,46.71,50.18,0.69,10.94,515007.55,1.18,11.35,0
529,markus ziereis,FW,200609,8.16,195.72,0.23,4.23,4.46,139999.56,6.91,8.01,9.33,6.69,4.08,6.47,-2.10,6.91,0.89,8.03,12969.04,1.41,2.33,0
530,antonio cinelli,MF,200646,18.02,1533.83,4.46,7.01,7.64,256668.06,26.69,30.58,27.56,21.50,25.98,28.03,21.44,27.74,0.80,21.47,22242.72,1.55,4.00,0
531,chris atkinson,MF,200661,11.26,793.17,2.46,0.23,2.70,99166.51,42.20,46.19,45.91,39.40,39.40,42.70,37.50,45.91,0.64,24.71,117965.36,0.72,17.27,0
532,nnamdi oduamadi,"FW,MF",200702,9.27,642.15,1.04,0.45,2.24,501666.42,46.63,51.98,65.34,36.71,39.08,49.92,20.30,42.73,0.66,13.30,25860.00,1.15,10.95,0
533,nacho,DF,200724,8.94,720.60,0.00,4.23,4.23,3616667.13,49.95,51.80,50.93,21.70,40.64,37.10,51.59,52.04,0.73,20.76,4703163.55,0.77,97.52,1
534,tomas mejias,GK,200734,6.80,696.94,0.00,0.00,0.00,326665.82,44.80,47.63,44.35,46.20,47.60,45.50,40.60,42.70,0.82,7.08,83462.60,0.89,26.86,0
535,liam moore,DF,200758,15.01,1096.10,4.23,4.23,5.06,1283334.73,46.29,55.31,49.10,21.64,34.34,39.22,46.28,49.80,0.75,28.72,421143.73,0.67,155.57,0
536,jeffrey schlupp,"DF,FW",200759,18.42,1222.80,1.63,5.29,2.77,1750002.15,44.10,49.00,59.51,43.30,34.01,48.13,38.31,45.84,0.93,17.03,153771.48,1.05,99.09,0
537,lucas veronese,GK,200774,-3.07,159.17,0.00,0.00,0.00,104985.70,21.59,25.41,21.83,22.73,19.57,19.11,7.51,25.46,0.70,-2.36,8667.60,1.17,16.41,0
538,harry novillo,"FW,MF",200787,5.37,275.10,0.93,0.00,0.93,361667.78,43.88,50.36,56.70,44.35,37.25,46.46,21.00,37.85,0.78,8.74,18270.71,0.79,34.39,0
539,conor doyle,"FW,MF",200799,9.55,277.87,0.47,0.23,0.70,175001.90,41.37,47.66,45.05,41.81,32.69,42.96,27.79,42.71,0.75,28.14,163714.14,0.93,86.06,0
540,josh carson,MF,200804,11.22,751.33,6.12,5.64,7.31,355831.53,43.85,48.48,55.69,40.83,39.87,46.65,22.57,44.10,0.66,24.84,51722.29,0.57,22.80,0
541,richard smallwood,MF,200806,2.67,610.05,-4.12,0.23,-3.89,396666.82,43.47,49.25,45.02,35.70,41.77,42.89,43.51,47.85,1.07,8.12,13807.29,0.72,19.28,0
542,kieron freeman,"DF,MF",200807,10.26,737.85,0.00,0.23,0.23,233333.62,43.89,49.00,47.35,33.17,39.96,43.00,43.20,45.69,0.74,25.18,102614.67,0.77,56.95,0
543,alessandro crescenzi,DF,200810,18.40,1483.44,-3.76,0.00,-3.76,1400000.17,42.70,49.83,48.34,26.77,37.75,41.49,41.27,46.69,0.83,21.84,94056.10,0.69,32.35,0
544,mauro quiroga,FW,200826,5.15,205.21,-3.54,0.00,-3.54,256666.22,42.00,47.34,38.50,38.50,29.40,33.80,19.79,52.28,0.71,18.46,39834.73,1.14,11.62,0
545,guillaume gigliotti,DF,200876,17.37,1100.38,0.70,4.46,5.16,93333.47,6.91,7.79,8.01,3.00,5.38,5.81,6.69,8.67,0.70,15.33,4327.58,-3.21,7.09,0
546,ronaldo pompeu,MF,200881,7.25,430.11,5.64,5.06,6.55,163333.82,43.40,48.68,41.74,35.05,43.40,45.25,31.64,41.78,0.74,16.47,58178.04,1.06,8.01,0
547,jerry mbakogu,FW,200882,17.46,1141.61,7.22,3.51,9.64,1330000.60,47.88,54.63,62.52,45.57,36.62,46.42,21.00,53.69,0.69,20.43,27248.31,1.16,9.39,0
548,josh morris,"DF,FW",200895,4.81,345.75,0.00,0.00,0.00,279999.69,42.00,46.90,46.41,31.75,39.04,41.80,40.77,44.10,0.96,26.96,1115047.23,1.22,28.58,0
549,sean murray,MF,200900,12.04,666.26,-3.06,-3.29,-2.96,594999.75,46.42,53.90,49.96,48.78,47.64,48.78,32.04,43.92,0.79,24.45,200565.69,1.10,54.64,0
550,christoph knasmullner,"FW,MF",200918,7.37,272.99,0.00,0.00,0.00,198333.49,43.40,48.47,48.30,38.50,44.10,45.50,20.09,43.65,0.70,-3.76,1336.02,1.09,51.59,0
551,fran cruz,"DF,MF",200931,11.94,707.36,0.00,0.00,0.00,233348.49,43.50,47.73,37.88,21.44,32.18,32.70,42.82,47.88,0.74,19.24,152462.54,0.71,25.19,0
552,daniele rosania,DF,200943,-2.65,305.01,0.00,0.00,0.00,81666.32,6.25,8.45,4.08,0.48,1.94,2.79,5.60,8.67,1.50,2.60,4860.10,1.36,1.28,0
553,giorgio capece,MF,200945,-1.33,115.18,0.00,-3.76,-3.76,256666.15,6.03,9.55,7.79,3.65,5.81,6.69,4.73,6.47,0.93,0.54,3393.60,0.93,5.29,0
554,mike konnecke,"FW,MF",200952,11.99,598.42,0.23,4.93,5.16,221666.26,43.39,45.95,65.10,39.40,37.32,45.95,19.00,40.57,0.93,1.75,6987.39,1.41,2.35,0
555,sanaa altama,MF,200965,3.05,108.88,0.00,0.00,0.00,151666.47,6.47,7.79,7.57,2.58,4.94,6.03,6.47,9.55,0.70,-3.29,562.49,0.10,20.50,0
556,nicolao dumitru,"FW,MF",200981,8.49,455.33,0.47,-3.76,0.10,571666.42,44.77,51.01,60.41,41.96,38.50,44.10,21.00,44.55,0.66,4.11,5773.26,1.53,1.62,0
557,franco signorelli,MF,200983,17.83,950.81,-0.01,-3.77,0.56,443333.82,44.94,49.76,46.94,36.67,45.14,44.61,37.59,46.97,0.72,16.85,39036.62,0.81,28.15,0
558,daniel engelbrecht,FW,200990,4.56,220.84,0.23,0.23,0.47,116666.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.70,4.35,17991.81,1.40,3.30,0
559,marco djuricin,FW,201038,12.24,847.96,5.79,1.53,6.62,781668.06,46.75,49.31,49.11,46.01,37.68,47.65,19.30,41.29,0.70,12.85,41409.50,0.93,41.34,0
560,romain thibault,FW,201039,-2.60,82.80,-3.76,-3.76,-4.12,69985.10,4.73,7.13,6.47,5.16,2.58,4.08,-1.91,6.25,0.70,15.55,537717.24,0.85,75.36,0
